OSHPD_ID,FAC_NAME,HEALTH_SVC_AREA,LIC_STATUS,C_YOP,TYPE_LIC,TYPE_SVC_PRINCIPAL,NICU_BED_LIC,HOSP_BED_LIC_TOTL,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,PSY_CENS_PATIENT_<=17,INPATIENT_PALLIATIVE_CARE_PROG_OFFERED,ANESTHESIOLOGIST,OP_AVAILABILITY,PHYSICIAN_A,PSY_A,EMS_ADM_VIS_TOTL,SURG_IP,AMB_SURG_PROG,BIRTHS_LIVE_TOTL
106190696,PACIFICA HOSPITAL OF THE VALLEY, Los Angeles,1,4,1,1,1,1,335,335,0,0,1,1,1,1,1,1,1,1
106190708,SHERMAN OAKS HOSPITAL, Los Angeles,1,3,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,1
106190712,SHRINERS HOSPITAL FOR  CHILDREN, Los Angeles,1,4,1,5,1,1,0,0,0,0,1,1,1,0,1,1,0,1
106190754,ST. FRANCIS MEDICAL CENTER, Los Angeles,1,4,1,1,2,1,40,5064,0,1,1,1,1,1,2,1,1,3
106190756,PROVIDENCE SAINT JOHNS HEALTH CENTER, Los Angeles,1,4,1,1,1,1,24,2039,0,1,1,1,1,1,2,2,1,2
106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER, Los Angeles,1,4,1,1,1,2,32,0,0,1,1,1,1,1,2,2,0,2
106190762,ST. VINCENT MEDICAL CENTER, Los Angeles,1,4,1,1,1,1,0,0,0,0,1,1,1,0,3,1,0,1
106190766,COAST PLAZA HOSPITAL, Los Angeles,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106190782,TARZANA TREATMENT CENTER, Los Angeles,1,3,2,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106190784,TEMPLE COMMUNITY HOSPITAL, Los Angeles,0,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106190796,RONALD REAGAN UCLA MEDICAL CENTER, Los Angeles,1,4,1,1,2,2,35,1724,0,1,1,1,1,1,2,3,1,1
106190812,VALLEY PRESBYTERIAN HOSPITAL, Los Angeles,1,3,1,1,2,1,58,3335,0,0,1,1,1,1,2,1,0,2
106190818,USC VERDUGO HILLS HOSPITAL, Los Angeles,1,3,1,1,1,1,14,568,0,0,1,1,1,0,1,1,1,1
106190854,LOS ANGELES METROPOLITAN MEDICAL CENTER, Los Angeles,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106190857,"DOCTORS HOSPITAL OF WEST COVINA, INC", Los Angeles,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106190859,WEST HILLS HOSPITAL AND MEDICAL CENTER, Los Angeles,1,3,1,1,1,1,11,782,0,0,1,1,1,0,2,1,0,1
106190878,WHITE MEMORIAL MEDICAL CENTER, Los Angeles,1,4,1,1,2,1,32,3283,0,0,1,1,1,0,2,1,0,2
106190883,WHITTIER HOSPITAL MEDICAL CENTER, Los Angeles,1,3,1,1,1,1,32,3445,0,0,1,1,1,1,1,1,0,2
106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA, Los Angeles,1,3,2,3,1,1,0,0,17,0,0,0,0,0,1,1,0,1
106190949,HENRY MAYO NEWHALL HOSPITAL, Los Angeles,1,3,1,1,1,1,19,1331,0,1,1,1,1,1,2,1,1,1
106190958,DEPARTMENT OF STATE HOSPITAL-METROPOLITAN, Los Angeles,1,6,2,3,1,3,0,0,0,0,0,0,0,0,1,1,0,1
106191014,LANTERMAN DEVELOPMENTAL CENTER, Los Angeles,1,3,1,7,1,3,0,0,0,0,0,0,0,0,1,1,0,1
106191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL", Los Angeles,1,2,1,8,1,1,0,0,0,1,0,0,0,0,1,1,1,1
106191225,TOM REDGATE MEMORIAL RECOVERY CENTER, Los Angeles,1,2,4,4,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106191227,LAC/HARBOR-UCLA MEDICAL CENTER, Los Angeles,1,4,1,1,2,2,26,841,0,1,1,1,1,1,3,2,1,1
106191228,LAC+USC MEDICAL CENTER, Los Angeles,1,4,1,1,2,2,0,807,6,1,1,1,1,1,3,3,0,1
106191230,MARTIN LUTHER KING JR.-HARBOR HOSPITAL, Los Angeles,1,3,1,0,3,2,0,0,0,0,0,0,0,0,1,1,0,1
106191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER, Los Angeles,1,3,1,1,1,1,0,422,0,1,1,1,1,1,2,1,1,1
106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER, Los Angeles,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
106191450,KAISER FND HOSP - WOODLAND HILLS, Los Angeles,1,2,1,1,1,1,18,1460,0,0,1,1,1,1,2,1,1,1
106194010,AMERICAN RECOVERY CENTER, Los Angeles,1,2,4,4,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106194219,KECK HOSPITAL OF USC, Los Angeles,1,2,1,1,1,2,0,0,0,1,0,0,0,0,1,3,1,1
106194967,STAR VIEW ADOLESCENT - P H F, Los Angeles,1,1,3,3,1,1,0,0,14,0,0,0,0,0,1,1,0,1
106194981,LA CASA PSYCHIATRIC HEALTH FACILITY, Los Angeles,1,1,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106196035,KAISER FND HOSP - BALDWIN PARK, Los Angeles,1,1,1,1,1,1,41,2620,0,1,1,1,1,1,2,2,1,2
106196168,EARL AND LORAINE MILLER CHILDRENS HOSPITAL, Los Angeles,1,1,1,5,6,1,48,5035,0,1,0,0,0,0,1,2,1,4
106196403,KAISER FOUNDATION HOSPITAL - DOWNEY, Los Angeles,1,1,1,1,3,1,0,3198,0,1,1,1,1,1,3,2,1,2
106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER, Los Angeles,1,1,2,3,1,1,0,0,0,0,0,0,1,0,1,1,0,1
106196405,PALMDALE REGIONAL MEDICAL CENTER, Los Angeles,1,1,1,1,1,1,0,0,0,0,1,1,1,0,2,2,1,1
106197931,EXODUS RECOVERY P.H.F., Los Angeles,1,6,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106201281,MADERA COMMUNITY HOSPITAL, Central,1,3,1,1,1,1,21,1404,0,0,1,1,1,1,1,1,1,1
106204019,CHILDRENS HOSPITAL CENTRAL CALIFORNIA, Central,1,1,1,5,6,1,0,0,0,1,1,1,1,1,2,2,1,1
106210992,KAISER FND HOSP - SAN RAFAEL, West Bay,1,3,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
106210993,KENTFIELD REHABILITATION AND SPECIALTY HOSPITAL, West Bay,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106211006,MARIN GENERAL HOSPITAL, West Bay,1,4,1,1,1,1,8,1261,0,0,1,1,1,1,2,1,1,1
106214034,NOVATO COMMUNITY HOSPITAL, West Bay,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1
106220733,JOHN C FREMONT HEALTHCARE DISTRICT, Central,1,4,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1
106230949,FRANK R HOWARD MEMORIAL HOSPITAL, Northern California,1,4,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106231013,MENDOCINO COAST DISTRICT HOSPITAL, Northern California,1,3,1,1,1,1,1,133,0,0,1,1,1,1,1,1,1,1
106231396,UKIAH VALLEY MEDICAL CENTER, Northern California,1,2,1,1,1,1,0,796,0,0,1,1,1,1,1,1,1,1
106240924,MEMORIAL HOSPITAL LOS BANOS, North San Joaquin,1,3,1,1,1,1,12,695,0,0,1,1,1,0,1,1,0,1
106240942,MERCY MEDICAL CENTER - MERCED, North San Joaquin,1,4,1,1,1,1,30,2740,0,1,1,1,1,0,2,1,1,2
106244027,MARIE GREEN PSYCHIATRIC CENTER - P H F, North San Joaquin,1,1,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106250955,SURPRISE VALLEY COMMUNITY HOSPITAL, Northern California,1,4,1,8,1,1,0,0,0,0,0,0,1,0,1,1,0,1
106250956,MODOC MEDICAL CENTER, Northern California,1,4,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1
106260011,MAMMOTH HOSPITAL, Inland Counties,1,2,1,1,1,1,3,95,0,0,1,1,1,1,1,1,0,1
106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,Mid-Coast,1,3,1,1,1,1,8,1118,0,1,1,1,1,1,2,2,1,1
106270777,GEORGE L MEE MEMORIAL HOSPITAL,Mid-Coast,1,3,1,1,1,1,0,479,0,0,1,1,1,0,1,1,0,1
106270875,SALINAS VALLEY MEMORIAL HOSPITAL,Mid-Coast,1,4,1,1,1,1,34,1785,0,1,1,1,1,1,1,1,1,1
106274043,NATIVIDAD MEDICAL CENTER,Mid-Coast,1,1,1,1,1,1,18,2229,0,1,1,0,1,0,1,1,0,2
106281047,QUEEN OF THE VALLEY HOSPITAL - NAPA, North Bay,1,3,1,1,1,1,8,674,0,1,1,1,1,1,3,1,0,1
106281078,ST. HELENA HOSPITAL, North Bay,1,4,1,1,1,1,0,256,0,0,1,1,1,1,1,1,1,1
106281266,NAPA STATE HOSPITAL, North Bay,1,4,2,3,1,3,0,0,0,0,0,0,0,0,1,1,0,1
106291023,SIERRA NEVADA MEMORIAL HOSPITAL, Golden Empire,1,3,1,1,1,1,10,442,0,1,1,1,1,0,1,1,1,1
106291053,TAHOE FOREST HOSPITAL, Golden Empire,1,4,1,1,1,1,8,366,0,0,1,1,1,0,1,1,1,1
106300032,CHILDRENS HOSPITAL OF ORANGE COUNTY, Orange,1,2,1,5,4,1,0,0,0,0,1,1,1,1,2,1,1,1
106300225,ORANGE COAST MEMORIAL MEDICAL CENTER, Orange,1,2,1,1,1,1,20,1422,0,1,1,1,1,0,2,1,1,1
106301097,ANAHEIM GENERAL HOSPITAL, Orange,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER, Orange,1,3,1,1,1,1,12,1702,0,0,1,1,1,1,2,1,0,1
106301109,ANAHEIM GENERAL HOSPITAL - BUENA PARK CAMPUS, Orange,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106301127,KINDRED HOSPITAL BREA, Orange,1,2,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1
106301132,KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW, Orange,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106301140,CHAPMAN MEDICAL CENTER, Orange,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
106301155,COLLEGE HOSPITAL COSTA MESA, Orange,1,3,1,3,1,1,0,0,9,0,1,1,1,1,1,1,1,1
106301167,KINDRED HOSPITAL - SANTA ANA, Orange,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID, Orange,1,3,1,1,2,1,55,3352,0,0,1,1,1,1,2,2,1,2
106301188,WESTERN MEDICAL CENTER ANAHEIM, Orange,1,3,1,1,1,1,14,1153,0,0,1,1,1,1,1,1,1,1
106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN, Orange,1,4,1,1,2,2,28,6050,0,1,1,1,1,1,3,2,1,4
106301209,HUNTINGTON BEACH HOSPITAL, Orange,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
106301234,LA PALMA INTERCOMMUNITY HOSPITAL, Orange,1,3,1,1,1,1,13,465,0,0,1,1,1,1,1,1,0,1
106301248,LOS ALAMITOS MEDICAL CENTER, Orange,1,3,1,1,1,1,19,1401,0,0,1,1,1,1,2,1,0,1
106301258,COASTAL COMMUNITIES HOSPITAL, Orange,1,3,1,1,1,1,20,932,0,0,1,1,1,1,1,1,1,1
106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER, Orange,1,3,1,1,1,1,20,2558,0,1,1,1,1,0,3,2,0,2
106301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER, Orange,1,4,1,1,3,2,35,45,6,1,1,1,1,1,3,2,1,1
106301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER, Orange,1,3,1,1,1,1,12,1791,0,0,1,1,1,1,1,1,0,1
106301297,PLACENTIA LINDA HOSPITAL, Orange,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
106301304,NEWPORT BAY HOSPITAL, Orange,1,3,2,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106301317,SADDLEBACK MEMORIAL MEDICAL CENTER, Orange,1,3,1,1,1,1,24,2507,0,0,1,1,1,1,2,1,1,2
106301325,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE, Orange,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
106301337,MISSION HOSPITAL LAGUNA BEACH, Orange,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1
106301340,ST. JOSEPH HOSPITAL - ORANGE, Orange,1,3,1,1,1,2,51,4628,0,1,1,1,1,1,2,3,1,3
106301342,ST. JUDE MEDICAL CENTER, Orange,1,3,1,1,1,1,12,2213,0,1,1,1,1,1,2,1,1,2
106301357,NEWPORT SPECIALTY HOSPITAL, Orange,1,3,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1
106301379,WEST ANAHEIM MEDICAL CENTER, Orange,1,3,1,1,1,1,0,0,0,0,1,1,1,1,2,1,0,1
106301380,KINDRED HOSPITAL WESTMINSTER, Orange,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106301566,WESTERN MEDICAL CENTER - SANTA ANA, Orange,1,3,1,1,1,1,16,1854,0,0,1,1,1,0,1,1,1,1
106301781,FAIRVIEW DEVELOPMENTAL CENTER, Orange,1,3,1,7,1,3,0,0,0,0,0,0,0,0,1,1,0,1
106304039,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - WARNER, Orange,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106304045,HOAG HOSPITAL IRVINE, Orange,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
106304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL, Orange,1,2,1,6,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106304113,CHILDRENS HOSPITAL AT MISSION, Orange,1,2,1,5,2,1,0,0,0,1,1,1,1,0,1,1,1,1
106304159,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE, Orange,1,1,1,5,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106304306,KAISER FND HOSP - ORANGE COUNTY - IRVINE, Orange,1,1,1,1,1,1,8,2364,0,1,1,1,1,1,2,1,1,2
106304409,KAISER FND HOSP - ORANGE COUNTY - ANAHEIM, Orange,1,6,1,1,1,1,8,3118,0,1,1,1,1,1,2,1,1,2
106304460,HOAG ORTHOPEDIC INSTITUTE, Orange,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1
106310791,SUTTER AUBURN FAITH HOSPITAL, Golden Empire,1,3,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
106311000,SUTTER ROSEVILLE MEDICAL CENTER, Golden Empire,1,1,1,1,1,1,0,2931,0,1,1,1,1,1,3,2,1,2
106314024,KAISER FND HOSP - ROSEVILLE, Golden Empire,1,1,1,1,3,1,30,4695,0,1,1,1,1,1,2,1,1,3
106314029,TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY, Golden Empire,1,2,3,3,1,1,0,0,0,0,0,0,1,0,1,1,0,1
106320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS, Northern California,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1
106320986,PLUMAS DISTRICT HOSPITAL, Northern California,1,3,1,1,1,1,0,68,0,0,1,1,1,0,1,1,0,1
106321016,SENECA HEALTHCARE DISTRICT, Northern California,1,4,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1
106330120,"BETTY FORD CENTER AT EISENHOWER, THE", Inland Counties,1,2,4,4,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106331145,CORONA REGIONAL MEDICAL CENTER-MAGNOLIA, Inland Counties,1,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106331152,CORONA REGIONAL MEDICAL CENTER-MAIN, Inland Counties,1,3,1,1,1,1,12,1046,0,1,1,1,1,1,2,1,1,1
106331164,DESERT REGIONAL MEDICAL CENTER, Inland Counties,1,4,1,1,2,1,5,2954,0,0,1,1,1,1,3,2,1,2
106331168,EISENHOWER MEDICAL CENTER, Inland Counties,1,3,1,1,1,2,0,0,0,0,1,1,1,1,3,3,1,1
106331194,HEMET VALLEY MEDICAL CENTER, Inland Counties,1,4,1,1,1,2,18,1324,0,0,1,1,1,1,2,1,1,1
106331216,JOHN F KENNEDY MEMORIAL HOSPITAL, Inland Counties,1,3,1,1,1,1,35,2224,0,0,1,1,1,0,1,1,1,2
106331226,VISTA BEHAVIORAL HOSPITAL, Inland Counties,1,3,2,3,1,1,0,0,0,0,0,0,1,0,1,1,0,1
106331288,PALO VERDE HOSPITAL, Inland Counties,1,4,1,1,1,1,6,157,0,0,1,1,1,0,1,1,1,1
106331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER, Inland Counties,1,3,1,1,1,1,20,2168,0,1,1,1,1,1,2,1,1,2
106331312,RIVERSIDE COMMUNITY HOSPITAL, Inland Counties,1,4,1,1,1,1,21,3068,0,0,1,1,1,1,3,2,0,2
106331326,SAN GORGONIO MEMORIAL HOSPITAL, Inland Counties,1,4,1,1,1,1,10,405,0,0,1,1,1,1,1,1,0,1
106332172,KINDRED HOSPITAL RIVERSIDE, Inland Counties,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106334001,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR, Inland Counties,1,2,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,1
106334018,MENIFEE VALLEY MEDICAL CENTER, Inland Counties,1,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
106334025,KAISER FND HOSP - RIVERSIDE, Inland Counties,1,2,1,1,1,1,6,2762,0,1,1,1,1,1,1,1,0,2
106334048,KAISER FND HOSPITAL - MORENO VALLEY, Inland Counties,1,2,1,1,1,1,12,1107,0,1,1,1,1,1,1,1,0,1
106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA, Inland Counties,1,2,1,1,1,1,8,3284,0,0,1,1,1,1,1,1,1,2
106334457,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY, Inland Counties,1,2,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER, Inland Counties,1,1,1,1,2,2,35,1513,1,1,1,1,1,1,3,1,1,1
106334564,TEMECULA VALLEY HOSPITAL, Inland Counties,1,6,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA, Inland Counties,1,1,1,1,1,1,14,1176,0,0,1,1,1,0,2,1,0,1
106340913,KAISER FND HOSP - SACRAMENTO, Golden Empire,1,3,1,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1
106340947,MERCY GENERAL HOSPITAL, Golden Empire,1,4,1,1,1,2,2038,0,0,1,1,1,1,1,2,2,1,2
106340950,MERCY SAN JUAN HOSPITAL, Golden Empire,1,3,1,1,2,1,60,1886,0,1,1,1,1,0,3,2,1,2
106340951,METHODIST HOSPITAL OF SACRAMENTO, Golden Empire,1,3,1,1,1,1,30,1827,0,1,1,1,1,0,2,1,1,1
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER, Golden Empire,1,4,1,1,3,2,10,1540,0,1,1,1,1,1,3,3,1,1
106341051,SUTTER GENERAL HOSPITAL, Golden Empire,1,2,1,1,1,1,0,0,0,1,1,1,1,1,2,2,1,1
106341052,SUTTER MEMORIAL HOSPITAL, Golden Empire,0,4,1,1,3,1,44,5397,0,1,1,1,1,1,1,1,0,3
106342344,KAISER FND HOSP - SOUTH SACRAMENTO, Golden Empire,1,2,1,1,1,1,0,2237,0,0,1,1,1,0,2,1,0,2
106342392,SIERRA VISTA HOSPITAL, Golden Empire,1,2,2,3,1,1,0,0,16,1,0,0,0,0,1,1,0,1
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER, Golden Empire,1,2,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106344017,SUTTER CENTER FOR PSYCHIATRY, Golden Empire,1,2,2,3,1,1,0,0,4,0,0,0,0,0,1,1,0,1
106344021,HERITAGE OAKS HOSPITAL, Golden Empire,1,2,2,3,1,1,0,0,9,0,0,0,0,0,1,1,0,1
106344029,MERCY HOSPITAL - FOLSOM, Golden Empire,1,2,1,1,1,1,8,947,0,1,1,1,1,1,2,1,1,1
106344035,VIBRA HOSPITAL OF SACRAMENTO, Golden Empire,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF., Golden Empire,1,1,1,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1
106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL, Golden Empire,1,1,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO, Golden Empire,1,6,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,Mid-Coast,1,3,1,1,1,1,13,423,0,1,1,1,1,0,1,1,1,1
106361110,BEAR VALLEY COMMUNITY HOSPITAL, Inland Counties,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1
106361144,CHINO VALLEY MEDICAL CENTER, Inland Counties,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER, Inland Counties,1,3,1,1,1,1,0,1007,0,0,1,1,1,1,1,1,0,1
106361223,KAISER FND HOSP - FONTANA, Inland Counties,1,4,1,1,2,2,0,3511,0,0,1,1,1,1,2,2,1,2
106361245,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL, Inland Counties,1,3,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER, Inland Counties,1,4,1,1,1,1,11,2081,0,1,1,1,1,1,2,3,1,2
106361266,MOUNTAINS COMMUNITY HOSPITAL, Inland Counties,1,4,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1
106361274,KINDRED HOSPITAL ONTARIO, Inland Counties,1,4,1,8,1,1,0,0,0,0,1,1,1,0,1,1,0,1
106361308,REDLANDS COMMUNITY HOSPITAL, Inland Counties,1,4,1,1,1,1,0,2380,0,1,1,1,1,1,2,1,1,2
106361318,SAN ANTONIO COMMUNITY HOSPITAL, Inland Counties,1,4,1,1,1,1,28,1954,0,1,1,1,1,0,2,2,1,2
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO, Inland Counties,1,3,1,1,1,1,0,1863,0,1,1,1,1,1,2,1,1,2
106361339,ST. BERNARDINE MEDICAL CENTER, Inland Counties,1,4,1,1,1,2,33,1756,0,1,1,1,1,0,2,3,1,2
106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY, Inland Counties,1,3,1,1,1,1,16,1993,0,1,1,1,1,0,2,1,1,2
106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER, Inland Counties,1,3,1,1,1,1,13,1195,0,0,1,1,1,1,1,1,1,1
106361458,COLORADO RIVER MEDICAL CENTER, Inland Counties,1,4,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
106361768,PATTON STATE HOSPITAL, Inland Counties,1,3,2,3,1,3,0,0,0,0,0,0,1,0,1,1,0,1
106362041,HI-DESERT MEDICAL CENTER, Inland Counties,1,3,1,1,1,1,7,455,0,0,1,1,1,1,1,1,1,1
106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER, Inland Counties,1,2,2,3,1,1,0,0,17,0,0,0,0,0,1,1,0,1
106364050,CANYON RIDGE HOSPITAL, Inland Counties,1,2,2,3,1,1,0,0,14,0,0,0,0,0,1,1,0,1
106364121,BALLARD REHABILITATION HOSPITAL, Inland Counties,1,2,1,6,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106364144,DESERT VALLEY HOSPITAL, Inland Counties,1,2,1,1,1,1,0,0,0,0,1,1,1,0,2,1,0,1
